"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","290","Security: SQL Injection attempt in book title","","Fri Jan 30 09:53:50 UTC 2026","passed","Fri Jan 30 09:53:50 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testSqlInjectionInTitle"
"","312","Negative: Retrieve book with non-existent or boundary IDs Scenario: Negative ID with ID: -1","","Fri Jan 30 09:53:51 UTC 2026","passed","Fri Jan 30 09:53:52 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testGetBookByInvalidId"
"","299","Negative: Create book with 5000 character title","","Fri Jan 30 09:53:50 UTC 2026","passed","Fri Jan 30 09:53:51 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testLongTitleBoundary"
"","594","Update an existing author’s details","","Fri Jan 30 09:53:55 UTC 2026","passed","Fri Jan 30 09:53:55 UTC 2026","","tests.AuthorsHappyPathTests","tests.AuthorsHappyPathTests","testUpdateAuthor"
"","347","Negative: Create book with malformed publishDate Invalid Date: 2024-13-45","","Fri Jan 30 09:53:49 UTC 2026","passed","Fri Jan 30 09:53:49 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testCreateBookWithInvalidDate"
"","313","Error when deleting author with negative ID","","Fri Jan 30 09:53:52 UTC 2026","failed","Fri Jan 30 09:53:52 UTC 2026","","tests.AuthorsNegativeTests","tests.AuthorsNegativeTests","testDeleteAuthorWithNegativeId"
"","294","Negative testing for Get Author by ID Scenario: Negative ID with ID: -1","","Fri Jan 30 09:53:52 UTC 2026","passed","Fri Jan 30 09:53:53 UTC 2026","","tests.AuthorsNegativeTests","tests.AuthorsNegativeTests","testGetAuthorInvalidIds"
"","328","Negative: Create book with malformed publishDate Invalid Date: ","","Fri Jan 30 09:53:50 UTC 2026","passed","Fri Jan 30 09:53:50 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testCreateBookWithInvalidDate"
"","561","Delete a book by its ID","","Fri Jan 30 09:53:59 UTC 2026","passed","Fri Jan 30 09:54:00 UTC 2026","","tests.BooksHappyPathTests","tests.BooksHappyPathTests","testDeleteBook"
"","281","Negative testing for Get Author by ID Scenario: Zero ID with ID: 0","","Fri Jan 30 09:53:53 UTC 2026","passed","Fri Jan 30 09:53:53 UTC 2026","","tests.AuthorsNegativeTests","tests.AuthorsNegativeTests","testGetAuthorInvalidIds"
"","274","Error when updating author that does not exist","","Fri Jan 30 09:53:53 UTC 2026","failed","Fri Jan 30 09:53:53 UTC 2026","","tests.AuthorsNegativeTests","tests.AuthorsNegativeTests","testUpdateNonExistentAuthor"
"","771","Update an existing book by its ID","","Fri Jan 30 09:53:58 UTC 2026","passed","Fri Jan 30 09:53:59 UTC 2026","","tests.BooksHappyPathTests","tests.BooksHappyPathTests","testUpdateBook"
"","305","Negative: Create book with malformed publishDate Invalid Date: 99-99-9999","","Fri Jan 30 09:53:49 UTC 2026","passed","Fri Jan 30 09:53:50 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testCreateBookWithInvalidDate"
"","1564","Retrieve a list of all authors","","Fri Jan 30 09:53:53 UTC 2026","passed","Fri Jan 30 09:53:55 UTC 2026","","tests.AuthorsHappyPathTests","tests.AuthorsHappyPathTests","testGetAllAuthors"
"","559","Add a new author to the system","","Fri Jan 30 09:53:57 UTC 2026","passed","Fri Jan 30 09:53:57 UTC 2026","","tests.AuthorsHappyPathTests","tests.AuthorsHappyPathTests","testCreateAuthor"
"","319","Negative: Retrieve book with non-existent or boundary IDs Scenario: Non-existent ID with ID: 999999","","Fri Jan 30 09:53:51 UTC 2026","passed","Fri Jan 30 09:53:51 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testGetBookByInvalidId"
"","1974","Negative: Create book with malformed publishDate Invalid Date: not-a-date","","Fri Jan 30 09:53:47 UTC 2026","passed","Fri Jan 30 09:53:49 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testCreateBookWithInvalidDate"
"","307","Negative: Create book with empty JSON body","","Fri Jan 30 09:53:51 UTC 2026","passed","Fri Jan 30 09:53:51 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testCreateBookWithEmptyBody"
"","868","Retrieve a list of all books","","Fri Jan 30 09:53:57 UTC 2026","passed","Fri Jan 30 09:53:58 UTC 2026","","tests.BooksHappyPathTests","tests.BooksHappyPathTests","testGetAllBooks"
"","582","Retrieve details of a specific author by their ID","","Fri Jan 30 09:53:56 UTC 2026","passed","Fri Jan 30 09:53:57 UTC 2026","","tests.AuthorsHappyPathTests","tests.AuthorsHappyPathTests","testGetAuthor"
"","587","Add a new book to the system","","Fri Jan 30 09:53:59 UTC 2026","passed","Fri Jan 30 09:53:59 UTC 2026","","tests.BooksHappyPathTests","tests.BooksHappyPathTests","testCreateBook"
"","303","Negative testing for Get Author by ID Scenario: Non-existent ID with ID: 999999","","Fri Jan 30 09:53:52 UTC 2026","passed","Fri Jan 30 09:53:52 UTC 2026","","tests.AuthorsNegativeTests","tests.AuthorsNegativeTests","testGetAuthorInvalidIds"
"","289","Negative: Retrieve book with non-existent or boundary IDs Scenario: Zero ID with ID: 0","","Fri Jan 30 09:53:52 UTC 2026","passed","Fri Jan 30 09:53:52 UTC 2026","","tests.BooksNegativeTests","tests.BooksNegativeTests","testGetBookByInvalidId"
"","556","Delete an author by their ID","","Fri Jan 30 09:53:55 UTC 2026","passed","Fri Jan 30 09:53:56 UTC 2026","","tests.AuthorsHappyPathTests","tests.AuthorsHappyPathTests","testDeleteAuthor"
